MovementID,ItemID,WarehouseID,MovementType,Quantity,MovementDate,ProcessedBy,Reference,Notes
MV00688,ITM0064,WH004,OUT,-334,2024-02-13,USER007,REF-688,
MV00715,ITM0023,WH002,ADJUSTMENT,-75,2024-02-13,USER005,ADJ-715,Found
MV00765,ITM0092,WH003,OUT,-21,2024-02-13,USER003,REF-765,
MV01254,ITM0076,WH003,ADJUSTMENT,-93,2024-02-13,USER003,ADJ-1254,Damage
MV01573,ITM0024,WH004,ADJUSTMENT,-62,2024-02-13,USER004,ADJ-1573,Recount
MV01953,ITM0035,WH001,OUT,-31,2024-02-13,USER003,REF-1953,
MV02557,ITM0035,WH004,ADJUSTMENT,-53,2024-02-13,USER003,ADJ-2557,Damage
MV02713,ITM0032,WH001,ADJUSTMENT,-331,2024-02-13,USER006,ADJ-2713,Expired
MV02842,ITM0077,WH001,IN,36,2024-02-13,USER002,REF-2842,
MV00131,ITM0093,WH002,OUT,-41,2024-02-14,USER004,REF-131,
MV01686,ITM0047,WH003,ADJUSTMENT,-87,2024-02-14,USER008,ADJ-1686,Recount
MV01949,ITM0011,WH002,ADJUSTMENT,-11,2024-02-14,USER002,ADJ-1949,Recount
MV02169,ITM0055,WH003,OUT,-82,2024-02-14,USER001,REF-2169,
MV02893,ITM0088,WH003,ADJUSTMENT,-25,2024-02-14,USER002,ADJ-2893,Damage
MV02912,ITM0031,WH002,ADJUSTMENT,-37,2024-02-14,USER002,ADJ-2912,Expired
MV02971,ITM0029,WH004,IN,19,2024-02-14,USER006,REF-2971,
MV00311,ITM0002,WH001,IN,40,2024-02-15,USER004,REF-311,
MV00450,ITM0038,WH003,ADJUSTMENT,-6,2024-02-15,USER007,ADJ-450,Lost
MV01007,ITM0096,WH002,OUT,-96,2024-02-15,USER001,REF-1007,
MV01113,ITM0054,WH005,OUT,-78,2024-02-15,USER004,REF-1113,
MV01192,ITM0089,WH005,IN,49,2024-02-15,USER002,REF-1192,
MV01445,ITM0072,WH003,ADJUSTMENT,-12,2024-02-15,USER008,ADJ-1445,Damage
MV01673,ITM0061,WH003,OUT,-40,2024-02-15,USER002,REF-1673,
MV01711,ITM0072,WH001,IN,19,2024-02-15,USER008,REF-1711,
MV01847,ITM0044,WH004,OUT,-28,2024-02-15,USER004,REF-1847,
MV01985,ITM0004,WH004,IN,15,2024-02-15,USER001,REF-1985,
MV02329,ITM0069,WH002,ADJUSTMENT,-92,2024-02-15,USER006,ADJ-2329,Damage
MV02642,ITM0018,WH002,IN,45,2024-02-15,USER008,REF-2642,
MV02690,ITM0019,WH001,OUT,-66,2024-02-15,USER001,REF-2690,
MV00562,ITM0046,WH004,OUT,-30,2024-02-16,USER007,REF-562,
MV01307,ITM0082,WH001,OUT,-22,2024-02-16,USER004,REF-1307,
MV02386,ITM0019,WH001,ADJUSTMENT,-100,2024-02-16,USER005,ADJ-2386,Lost
MV02571,ITM0019,WH004,IN,78,2024-02-16,USER005,REF-2571,
MV01326,ITM0054,WH002,OUT,-87,2024-02-17,USER003,REF-1326,
MV01353,ITM0092,WH002,IN,55,2024-02-17,USER001,REF-1353,
MV01467,ITM0084,WH005,IN,71,2024-02-17,USER002,REF-1467,
MV01530,ITM0033,WH004,IN,65,2024-02-17,USER003,REF-1530,
MV02251,ITM0037,WH005,ADJUSTMENT,-25,2024-02-17,USER005,ADJ-2251,Found
MV02397,ITM0065,WH001,IN,26,2024-02-17,USER008,REF-2397,
MV02730,ITM0041,WH004,IN,8,2024-02-17,USER001,REF-2730,
MV02950,ITM0067,WH003,ADJUSTMENT,-34,2024-02-17,USER006,ADJ-2950,Lost
MV00524,ITM0076,WH001,OUT,-54,2024-02-18,USER002,REF-524,
MV01506,ITM0016,WH004,ADJUSTMENT,-14,2024-02-18,USER005,ADJ-1506,Found
MV01514,ITM0036,WH001,IN,32,2024-02-18,USER007,REF-1514,
MV01828,ITM0017,WH005,IN,69,2024-02-18,USER001,REF-1828,
MV02043,ITM0074,WH002,OUT,-46,2024-02-18,USER002,REF-2043,
MV02195,ITM0073,WH002,IN,72,2024-02-18,USER003,REF-2195,
MV02344,ITM0097,WH002,ADJUSTMENT,-11,2024-02-18,USER005,ADJ-2344,Found
MV02446,ITM0051,WH002,IN,16,2024-02-18,USER001,REF-2446,
MV02762,ITM0077,WH004,ADJUSTMENT,-24,2024-02-18,USER005,ADJ-2762,Found
MV02977,ITM0093,WH001,OUT,-68,2024-02-18,USER007,REF-2977,
MV00056,ITM0014,WH005,ADJUSTMENT,-679,2024-02-19,USER003,ADJ-56,Lost
MV00082,ITM0013,WH004,OUT,-16,2024-02-19,USER007,REF-82,
MV01896,ITM0017,WH005,ADJUSTMENT,-86,2024-02-19,USER004,ADJ-1896,Expired
MV02351,ITM0051,WH001,OUT,-78,2024-02-19,USER002,REF-2351,
MV02400,ITM0054,WH001,ADJUSTMENT,-3,2024-02-19,USER006,ADJ-2400,Found
MV00617,ITM0046,WH001,OUT,-264,2024-02-20,USER008,REF-617,
MV00949,ITM0049,WH001,ADJUSTMENT,-304,2024-02-20,USER005,ADJ-949,Lost
MV01151,ITM0092,WH005,ADJUSTMENT,-82,2024-02-20,USER004,ADJ-1151,Found
MV01186,ITM0082,WH005,ADJUSTMENT,-53,2024-02-20,USER008,ADJ-1186,Found
MV01193,ITM0014,WH004,OUT,-95,2024-02-20,USER001,REF-1193,
MV01323,ITM0046,WH004,OUT,-90,2024-02-20,USER007,REF-1323,
MV01435,ITM0082,WH002,ADJUSTMENT,-56,2024-02-20,USER002,ADJ-1435,Recount
MV01742,ITM0016,WH003,ADJUSTMENT,-20,2024-02-20,USER002,ADJ-1742,Found
MV02051,ITM0099,WH004,IN,62,2024-02-20,USER007,REF-2051,
MV02094,ITM0098,WH001,ADJUSTMENT,-94,2024-02-20,USER007,ADJ-2094,Recount
MV02452,ITM0022,WH003,IN,65,2024-02-20,USER004,REF-2452,
MV02710,ITM0031,WH003,OUT,-67,2024-02-20,USER004,REF-2710,
MV02746,ITM0012,WH004,ADJUSTMENT,-12,2024-02-20,USER003,ADJ-2746,Damage
MV00052,ITM0065,WH005,OUT,-95,2024-02-21,USER002,REF-52,
MV00101,ITM0067,WH002,OUT,-47,2024-02-21,USER006,REF-101,
MV00273,ITM0066,WH004,ADJUSTMENT,-58,2024-02-21,USER005,ADJ-273,Expired
MV00301,ITM0004,WH004,OUT,-22,2024-02-21,USER007,REF-301,
MV00318,ITM0045,WH005,OUT,-25,2024-02-21,USER005,REF-318,
MV00633,ITM0099,WH003,OUT,-58,2024-02-21,USER001,REF-633,
MV01649,ITM0087,WH002,OUT,-48,2024-02-21,USER004,REF-1649,
MV01859,ITM0049,WH001,IN,48,2024-02-21,USER007,REF-1859,
MV02037,ITM0044,WH003,OUT,-7,2024-02-21,USER008,REF-2037,
MV02240,ITM0066,WH001,ADJUSTMENT,-71,2024-02-21,USER001,ADJ-2240,Damage
MV02430,ITM0100,WH004,OUT,-74,2024-02-21,USER003,REF-2430,
MV02786,ITM0085,WH002,IN,98,2024-02-21,USER005,REF-2786,
MV00108,ITM0004,WH004,IN,68,2024-02-22,USER004,REF-108,
MV00956,ITM0020,WH001,ADJUSTMENT,-93,2024-02-22,USER002,ADJ-956,Lost
MV01383,ITM0040,WH002,ADJUSTMENT,-29,2024-02-22,USER007,ADJ-1383,Recount
MV01664,ITM0012,WH001,OUT,-72,2024-02-22,USER006,REF-1664,
MV01993,ITM0090,WH001,ADJUSTMENT,-15,2024-02-22,USER001,ADJ-1993,Recount
MV02205,ITM0024,WH003,OUT,-60,2024-02-22,USER007,REF-2205,
MV02254,ITM0085,WH001,IN,19,2024-02-22,USER002,REF-2254,
MV02682,ITM0016,WH003,ADJUSTMENT,-28,2024-02-22,USER001,ADJ-2682,Damage
MV00068,ITM0036,WH005,ADJUSTMENT,-70,2024-02-23,USER002,ADJ-68,Recount
MV00085,ITM0092,WH004,OUT,-85,2024-02-23,USER008,REF-85,
MV00368,ITM0093,WH004,IN,66,2024-02-23,USER008,REF-368,
MV00504,ITM0075,WH002,ADJUSTMENT,-71,2024-02-23,USER001,ADJ-504,Expired
MV00568,ITM0004,WH003,ADJUSTMENT,-624,2024-02-23,USER005,ADJ-568,Lost
MV00876,ITM0001,WH002,OUT,-29,2024-02-23,USER002,REF-876,
MV01026,ITM0075,WH001,IN,10,2024-02-23,USER008,REF-1026,
MV01245,ITM0026,WH005,OUT,-13,2024-02-23,USER001,REF-1245,
MV01358,ITM0024,WH001,IN,75,2024-02-23,USER005,REF-1358,
MV01536,ITM0028,WH004,ADJUSTMENT,-229,2024-02-23,USER004,ADJ-1536,Damage
MV01923,ITM0026,WH005,IN,52,2024-02-23,USER001,REF-1923,
MV02125,ITM0081,WH005,OUT,-49,2024-02-23,USER005,REF-2125,
MV02779,ITM0025,WH004,ADJUSTMENT,-87,2024-02-23,USER003,ADJ-2779,Lost
MV00003,ITM0067,WH002,IN,96,2024-02-24,USER001,REF-3,
MV00624,ITM0058,WH004,OUT,-70,2024-02-24,USER003,REF-624,
MV00859,ITM0002,WH003,OUT,-2,2024-02-24,USER007,REF-859,
MV01427,ITM0040,WH005,ADJUSTMENT,-26,2024-02-24,USER007,ADJ-1427,Recount
MV01841,ITM0093,WH005,OUT,-13,2024-02-24,USER003,REF-1841,
MV01948,ITM0078,WH005,IN,39,2024-02-24,USER004,REF-1948,
MV02499,ITM0069,WH005,OUT,-74,2024-02-24,USER003,REF-2499,
MV00705,ITM0021,WH004,IN,99,2024-02-25,USER003,REF-705,
MV01199,ITM0071,WH003,OUT,-12,2024-02-25,USER007,REF-1199,
MV01201,ITM0006,WH005,IN,25,2024-02-25,USER001,REF-1201,
MV01291,ITM0022,WH005,OUT,-44,2024-02-25,USER003,REF-1291,
MV01373,ITM0041,WH002,OUT,-518,2024-02-25,USER001,REF-1373,
MV01375,ITM0066,WH002,ADJUSTMENT,-647,2024-02-25,USER006,ADJ-1375,Found
MV02866,ITM0077,WH001,OUT,-59,2024-02-25,USER002,REF-2866,
MV00517,ITM0032,WH001,OUT,-3,2024-02-26,USER006,REF-517,
MV00755,ITM0010,WH001,OUT,-87,2024-02-26,USER007,REF-755,
MV00850,ITM0062,WH004,ADJUSTMENT,-97,2024-02-26,USER001,ADJ-850,Lost
MV01277,ITM0049,WH004,IN,13,2024-02-26,USER002,REF-1277,
MV01279,ITM0032,WH001,IN,54,2024-02-26,USER001,REF-1279,
MV01606,ITM0069,WH005,IN,47,2024-02-26,USER004,REF-1606,
MV01982,ITM0011,WH003,IN,688,2024-02-26,USER006,REF-1982,
MV01989,ITM0074,WH004,ADJUSTMENT,-65,2024-02-26,USER002,ADJ-1989,Lost
MV02168,ITM0056,WH003,ADJUSTMENT,-76,2024-02-26,USER007,ADJ-2168,Damage
MV02235,ITM0058,WH002,ADJUSTMENT,-66,2024-02-26,USER001,ADJ-2235,Damage
MV02350,ITM0027,WH005,IN,49,2024-02-26,USER003,REF-2350,
MV02376,ITM0035,WH001,OUT,-297,2024-02-26,USER006,REF-2376,
MV02949,ITM0065,WH001,IN,86,2024-02-26,USER001,REF-2949,
MV00043,ITM0026,WH001,ADJUSTMENT,-98,2024-02-27,USER003,ADJ-43,Found
MV00249,ITM0085,WH002,IN,99,2024-02-27,USER008,REF-249,
MV00455,ITM0023,WH003,ADJUSTMENT,-37,2024-02-27,USER003,ADJ-455,Recount
MV00485,ITM0038,WH004,ADJUSTMENT,-5,2024-02-27,USER005,ADJ-485,Damage
MV01265,ITM0005,WH004,IN,88,2024-02-27,USER008,REF-1265,
MV01406,ITM0004,WH005,IN,76,2024-02-27,USER005,REF-1406,
MV01521,ITM0079,WH003,OUT,-11,2024-02-27,USER007,REF-1521,
MV01833,ITM0100,WH001,ADJUSTMENT,-23,2024-02-27,USER004,ADJ-1833,Lost
MV00014,ITM0049,WH003,IN,86,2024-02-28,USER005,REF-14,
MV00136,ITM0091,WH005,OUT,-8,2024-02-28,USER005,REF-136,
MV00154,ITM0011,WH002,ADJUSTMENT,-10,2024-02-28,USER005,ADJ-154,Recount
MV00983,ITM0021,WH002,OUT,-78,2024-02-28,USER001,REF-983,
MV01695,ITM0086,WH002,OUT,-57,2024-02-28,USER006,REF-1695,
MV02068,ITM0056,WH002,IN,220,2024-02-28,USER005,REF-2068,
MV02079,ITM0083,WH002,ADJUSTMENT,-13,2024-02-28,USER006,ADJ-2079,Expired
MV02141,ITM0036,WH005,ADJUSTMENT,-29,2024-02-28,USER001,ADJ-2141,Recount
MV02911,ITM0016,WH002,IN,81,2024-02-28,USER004,REF-2911,
MV00733,ITM0028,WH002,OUT,-77,2024-02-29,USER006,REF-733,
MV01337,ITM0049,WH003,OUT,-11,2024-02-29,USER002,REF-1337,
MV01727,ITM0046,WH001,IN,68,2024-02-29,USER006,REF-1727,
MV02145,ITM0097,WH001,ADJUSTMENT,-49,2024-02-29,USER006,ADJ-2145,Recount
MV02160,ITM0058,WH005,ADJUSTMENT,-51,2024-02-29,USER007,ADJ-2160,Damage
MV02495,ITM0095,WH003,OUT,-36,2024-02-29,USER005,REF-2495,
MV02839,ITM0002,WH005,OUT,-2,2024-02-29,USER003,REF-2839,
MV02991,ITM0094,WH002,ADJUSTMENT,-4,2024-02-29,USER001,ADJ-2991,Expired
MV00045,ITM0037,WH003,OUT,-65,2024-03-01,USER004,REF-45,
MV00097,ITM0042,WH001,IN,83,2024-03-01,USER005,REF-97,
MV00430,ITM0024,WH002,OUT,-84,2024-03-01,USER006,REF-430,
MV01016,ITM0095,WH003,OUT,-36,2024-03-01,USER001,REF-1016,
MV02123,ITM0045,WH003,ADJUSTMENT,-14,2024-03-01,USER001,ADJ-2123,Expired
MV02871,ITM0023,WH005,IN,58,2024-03-01,USER008,REF-2871,
MV00618,ITM0030,WH002,ADJUSTMENT,-47,2024-03-02,USER008,ADJ-618,Lost
MV01115,ITM0085,WH001,ADJUSTMENT,-31,2024-03-02,USER008,ADJ-1115,Found
MV01633,ITM0076,WH001,ADJUSTMENT,-9,2024-03-02,USER001,ADJ-1633,Expired
MV01915,ITM0081,WH002,ADJUSTMENT,-21,2024-03-02,USER001,ADJ-1915,Damage
MV01935,ITM0064,WH003,OUT,-207,2024-03-02,USER002,REF-1935,
MV02419,ITM0003,WH001,IN,8,2024-03-02,USER008,REF-2419,
MV02743,ITM0085,WH001,OUT,-90,2024-03-02,USER002,REF-2743,
MV02744,ITM0076,WH004,ADJUSTMENT,-16,2024-03-02,USER001,ADJ-2744,Lost
MV00012,ITM0019,WH005,IN,97,2024-03-03,USER004,REF-12,
MV00294,ITM0036,WH002,OUT,-69,2024-03-03,USER004,REF-294,
MV00314,ITM0013,WH002,OUT,-80,2024-03-03,USER004,REF-314,
MV00864,ITM0014,WH005,OUT,-46,2024-03-03,USER008,REF-864,
MV01044,ITM0030,WH002,IN,92,2024-03-03,USER002,REF-1044,
MV01054,ITM0014,WH003,ADJUSTMENT,-80,2024-03-03,USER002,ADJ-1054,Recount
MV01243,ITM0049,WH002,ADJUSTMENT,-13,2024-03-03,USER005,ADJ-1243,Lost
MV02106,ITM0065,WH002,OUT,-29,2024-03-03,USER007,REF-2106,
MV02541,ITM0055,WH002,OUT,-73,2024-03-03,USER007,REF-2541,
MV02954,ITM0035,WH002,OUT,-7,2024-03-03,USER005,REF-2954,
MV00179,ITM0076,WH002,OUT,-25,2024-03-04,USER001,REF-179,
MV00358,ITM0056,WH004,ADJUSTMENT,-64,2024-03-04,USER002,ADJ-358,Lost
MV00536,ITM0087,WH005,OUT,-297,2024-03-04,USER008,REF-536,
MV00561,ITM0022,WH005,ADJUSTMENT,-52,2024-03-04,USER002,ADJ-561,Found
MV00580,ITM0045,WH005,OUT,-81,2024-03-04,USER001,REF-580,
MV00734,ITM0043,WH003,OUT,-99,2024-03-04,USER003,REF-734,
MV00809,ITM0009,WH002,ADJUSTMENT,-6,2024-03-04,USER003,ADJ-809,Damage
MV00849,ITM0062,WH002,OUT,-45,2024-03-04,USER003,REF-849,
MV01070,ITM0086,WH002,OUT,-89,2024-03-04,USER005,REF-1070,
MV01414,ITM0039,WH003,ADJUSTMENT,-94,2024-03-04,USER001,ADJ-1414,Recount
MV01724,ITM0068,WH001,IN,4,2024-03-04,USER007,REF-1724,
MV02314,ITM0087,WH003,OUT,-59,2024-03-04,USER003,REF-2314,
MV02528,ITM0006,WH002,IN,2,2024-03-04,USER002,REF-2528,
MV02755,ITM0032,WH004,IN,59,2024-03-04,USER006,REF-2755,
MV00773,ITM0098,WH002,OUT,-19,2024-03-05,USER007,REF-773,
MV00979,ITM0017,WH004,ADJUSTMENT,-67,2024-03-05,USER004,ADJ-979,Lost
MV01334,ITM0010,WH003,OUT,-35,2024-03-05,USER008,REF-1334,
MV01500,ITM0006,WH005,IN,75,2024-03-05,USER001,REF-1500,
MV02120,ITM0094,WH003,IN,58,2024-03-05,USER001,REF-2120,
MV02230,ITM0077,WH001,ADJUSTMENT,-97,2024-03-05,USER008,ADJ-2230,Recount
MV02275,ITM0043,WH002,ADJUSTMENT,-57,2024-03-05,USER003,ADJ-2275,Damage
MV00047,ITM0060,WH005,OUT,-39,2024-03-06,USER002,REF-47,
MV00193,ITM0057,WH002,IN,100,2024-03-06,USER008,REF-193,
MV00321,ITM0077,WH004,ADJUSTMENT,-24,2024-03-06,USER007,ADJ-321,Lost
MV00530,ITM0012,WH003,ADJUSTMENT,-585,2024-03-06,USER006,ADJ-530,Lost
MV00782,ITM0100,WH003,IN,53,2024-03-06,USER001,REF-782,
MV00800,ITM0060,WH005,ADJUSTMENT,-56,2024-03-06,USER005,ADJ-800,Expired
MV01250,ITM0003,WH001,IN,13,2024-03-06,USER001,REF-1250,
MV01398,ITM0039,WH005,OUT,-86,2024-03-06,USER001,REF-1398,
MV01581,ITM0093,WH005,OUT,-24,2024-03-06,USER004,REF-1581,
MV01661,ITM0016,WH002,OUT,-58,2024-03-06,USER001,REF-1661,
MV01688,ITM0062,WH003,OUT,-45,2024-03-06,USER007,REF-1688,
MV02059,ITM0065,WH003,OUT,-14,2024-03-06,USER001,REF-2059,
MV02069,ITM0059,WH005,ADJUSTMENT,-43,2024-03-06,USER008,ADJ-2069,Recount
MV02111,ITM0008,WH003,ADJUSTMENT,-58,2024-03-06,USER006,ADJ-2111,Lost
MV02318,ITM0050,WH005,OUT,-13,2024-03-06,USER001,REF-2318,
MV02460,ITM0071,WH001,IN,44,2024-03-06,USER001,REF-2460,
MV02969,ITM0008,WH004,IN,60,2024-03-06,USER001,REF-2969,
MV00199,ITM0056,WH003,ADJUSTMENT,-19,2024-03-07,USER001,ADJ-199,Found
MV00525,ITM0038,WH001,IN,20,2024-03-07,USER002,REF-525,
MV01182,ITM0036,WH001,IN,18,2024-03-07,USER005,REF-1182,
MV01240,ITM0003,WH003,OUT,-17,2024-03-07,USER005,REF-1240,
MV01451,ITM0001,WH001,IN,89,2024-03-07,USER002,REF-1451,
MV01486,ITM0032,WH001,IN,23,2024-03-07,USER002,REF-1486,
MV01625,ITM0041,WH002,ADJUSTMENT,-49,2024-03-07,USER007,ADJ-1625,Lost
MV02285,ITM0021,WH004,ADJUSTMENT,-74,2024-03-07,USER001,ADJ-2285,Found
MV00233,ITM0086,WH004,IN,432,2024-03-08,USER001,REF-233,
MV00736,ITM0016,WH005,IN,12,2024-03-08,USER006,REF-736,
MV00759,ITM0045,WH003,ADJUSTMENT,-81,2024-03-08,USER002,ADJ-759,Lost
MV01482,ITM0047,WH004,IN,21,2024-03-08,USER002,REF-1482,
MV02536,ITM0052,WH003,IN,77,2024-03-08,USER002,REF-2536,
MV02904,ITM0036,WH005,IN,79,2024-03-08,USER004,REF-2904,
MV00435,ITM0014,WH003,ADJUSTMENT,-97,2024-03-09,USER001,ADJ-435,Lost
MV00770,ITM0047,WH005,IN,13,2024-03-09,USER006,REF-770,
MV02180,ITM0098,WH002,IN,88,2024-03-09,USER008,REF-2180,
MV02334,ITM0046,WH005,OUT,-65,2024-03-09,USER007,REF-2334,
MV02545,ITM0032,WH005,IN,71,2024-03-09,USER002,REF-2545,
MV02800,ITM0071,WH003,ADJUSTMENT,-84,2024-03-09,USER001,ADJ-2800,Found
MV00192,ITM0029,WH005,IN,76,2024-03-10,USER001,REF-192,
MV00672,ITM0021,WH003,OUT,-89,2024-03-10,USER001,REF-672,
MV01095,ITM0045,WH001,ADJUSTMENT,-16,2024-03-10,USER006,ADJ-1095,Found
MV01519,ITM0017,WH004,OUT,-63,2024-03-10,USER005,REF-1519,
MV01675,ITM0032,WH002,ADJUSTMENT,-29,2024-03-10,USER002,ADJ-1675,Expired
MV02038,ITM0089,WH004,ADJUSTMENT,-13,2024-03-10,USER008,ADJ-2038,Lost
MV02748,ITM0053,WH003,ADJUSTMENT,-40,2024-03-10,USER004,ADJ-2748,Expired
MV00041,ITM0068,WH005,IN,11,2024-03-11,USER005,REF-41,
MV00572,ITM0051,WH004,IN,402,2024-03-11,USER008,REF-572,
MV00703,ITM0095,WH004,IN,68,2024-03-11,USER006,REF-703,
MV00760,ITM0061,WH001,IN,69,2024-03-11,USER008,REF-760,
MV00982,ITM0032,WH005,IN,39,2024-03-11,USER007,REF-982,
MV01150,ITM0093,WH002,OUT,-54,2024-03-11,USER002,REF-1150,
MV02714,ITM0099,WH002,OUT,-90,2024-03-11,USER006,REF-2714,
MV02878,ITM0006,WH002,ADJUSTMENT,-96,2024-03-11,USER005,ADJ-2878,Damage
MV00286,ITM0016,WH003,ADJUSTMENT,-59,2024-03-12,USER008,ADJ-286,Expired
MV00363,ITM0003,WH003,IN,55,2024-03-12,USER007,REF-363,
MV00446,ITM0035,WH001,IN,51,2024-03-12,USER007,REF-446,
MV00994,ITM0075,WH002,OUT,-82,2024-03-12,USER003,REF-994,
MV01055,ITM0093,WH002,OUT,-10,2024-03-12,USER008,REF-1055,
MV01161,ITM0100,WH001,ADJUSTMENT,-86,2024-03-12,USER008,ADJ-1161,Found
MV01331,ITM0081,WH002,OUT,-63,2024-03-12,USER005,REF-1331,
MV02292,ITM0046,WH001,ADJUSTMENT,-45,2024-03-12,USER005,ADJ-2292,Found
MV02308,ITM0007,WH003,OUT,-63,2024-03-12,USER004,REF-2308,
MV00700,ITM0100,WH004,IN,61,2024-03-13,USER002,REF-700,
MV01159,ITM0028,WH002,IN,40,2024-03-13,USER001,REF-1159,
MV01714,ITM0060,WH002,IN,4,2024-03-13,USER006,REF-1714,
MV01746,ITM0014,WH002,ADJUSTMENT,-82,2024-03-13,USER002,ADJ-1746,Found
MV01787,ITM0052,WH001,ADJUSTMENT,-79,2024-03-13,USER001,ADJ-1787,Expired
MV01818,ITM0091,WH002,OUT,-84,2024-03-13,USER002,REF-1818,
MV02785,ITM0026,WH004,ADJUSTMENT,-1,2024-03-13,USER001,ADJ-2785,Recount
MV00706,ITM0001,WH003,ADJUSTMENT,-59,2024-03-14,USER003,ADJ-706,Damage
MV00999,ITM0015,WH003,ADJUSTMENT,-82,2024-03-14,USER005,ADJ-999,Lost
MV01618,ITM0053,WH004,ADJUSTMENT,-53,2024-03-14,USER006,ADJ-1618,Lost
MV02277,ITM0061,WH005,OUT,-14,2024-03-14,USER002,REF-2277,
MV02304,ITM0024,WH002,OUT,-17,2024-03-14,USER003,REF-2304,
MV02498,ITM0013,WH001,IN,75,2024-03-14,USER006,REF-2498,
MV00203,ITM0017,WH003,IN,77,2024-03-15,USER005,REF-203,
MV00240,ITM0091,WH003,OUT,-49,2024-03-15,USER007,REF-240,
MV01010,ITM0043,WH004,IN,68,2024-03-15,USER006,REF-1010,
MV01170,ITM0054,WH002,OUT,-43,2024-03-15,USER006,REF-1170,
MV01541,ITM0092,WH002,OUT,-2,2024-03-15,USER007,REF-1541,
MV01547,ITM0098,WH003,OUT,-77,2024-03-15,USER008,REF-1547,
MV01589,ITM0073,WH003,IN,99,2024-03-15,USER001,REF-1589,
MV01973,ITM0055,WH003,OUT,-57,2024-03-15,USER002,REF-1973,
MV02058,ITM0054,WH003,IN,26,2024-03-15,USER006,REF-2058,
MV02560,ITM0096,WH005,IN,47,2024-03-15,USER006,REF-2560,
MV02619,ITM0061,WH004,IN,23,2024-03-15,USER003,REF-2619,
MV00384,ITM0050,WH004,OUT,-57,2024-03-16,USER007,REF-384,
MV00664,ITM0003,WH004,IN,73,2024-03-16,USER002,REF-664,
MV01549,ITM0003,WH005,OUT,-53,2024-03-16,USER006,REF-1549,
MV01601,ITM0007,WH001,IN,45,2024-03-16,USER004,REF-1601,
MV01840,ITM0045,WH004,IN,69,2024-03-16,USER007,REF-1840,
MV02091,ITM0098,WH003,OUT,-60,2024-03-16,USER003,REF-2091,
MV02626,ITM0001,WH001,IN,37,2024-03-16,USER002,REF-2626,
MV02850,ITM0094,WH003,ADJUSTMENT,-51,2024-03-16,USER003,ADJ-2850,Recount
MV00342,ITM0089,WH004,IN,42,2024-03-17,USER004,REF-342,
MV02002,ITM0072,WH004,ADJUSTMENT,-54,2024-03-17,USER005,ADJ-2002,Lost
MV02008,ITM0047,WH003,OUT,-46,2024-03-17,USER006,REF-2008,
MV02686,ITM0073,WH001,OUT,-49,2024-03-17,USER005,REF-2686,
MV02828,ITM0068,WH002,ADJUSTMENT,-77,2024-03-17,USER002,ADJ-2828,Found
MV00135,ITM0059,WH002,OUT,-35,2024-03-18,USER008,REF-135,
MV00520,ITM0003,WH004,ADJUSTMENT,-65,2024-03-18,USER006,ADJ-520,Found
MV00655,ITM0064,WH002,ADJUSTMENT,-31,2024-03-18,USER008,ADJ-655,Lost
MV00805,ITM0053,WH005,OUT,-4,2024-03-18,USER005,REF-805,
MV00757,ITM0085,WH004,OUT,-62,2024-03-19,USER005,REF-757,
MV00972,ITM0006,WH005,OUT,-91,2024-03-19,USER006,REF-972,
MV00976,ITM0034,WH002,IN,62,2024-03-19,USER001,REF-976,
MV01163,ITM0025,WH003,OUT,-53,2024-03-19,USER006,REF-1163,
MV02080,ITM0017,WH003,IN,78,2024-03-19,USER006,REF-2080,
MV02163,ITM0025,WH005,OUT,-89,2024-03-19,USER008,REF-2163,
MV02221,ITM0048,WH001,OUT,-40,2024-03-19,USER006,REF-2221,
MV00515,ITM0035,WH002,ADJUSTMENT,-529,2024-03-20,USER006,ADJ-515,Lost
MV00742,ITM0021,WH004,ADJUSTMENT,-86,2024-03-20,USER003,ADJ-742,Found
MV00861,ITM0061,WH001,ADJUSTMENT,-74,2024-03-20,USER003,ADJ-861,Expired
MV00872,ITM0002,WH003,OUT,-38,2024-03-20,USER004,REF-872,
MV01090,ITM0089,WH003,OUT,-95,2024-03-20,USER007,REF-1090,
MV01381,ITM0035,WH002,OUT,-45,2024-03-20,USER007,REF-1381,
MV01598,ITM0025,WH004,OUT,-7,2024-03-20,USER002,REF-1598,
MV01772,ITM0033,WH004,ADJUSTMENT,-59,2024-03-20,USER001,ADJ-1772,Damage
MV02191,ITM0005,WH004,OUT,-4,2024-03-20,USER003,REF-2191,
MV02635,ITM0062,WH004,ADJUSTMENT,-14,2024-03-20,USER001,ADJ-2635,Recount
MV00349,ITM0047,WH005,ADJUSTMENT,-29,2024-03-21,USER005,ADJ-349,Lost
MV00402,ITM0012,WH004,OUT,-685,2024-03-21,USER007,REF-402,
MV00578,ITM0040,WH005,ADJUSTMENT,-16,2024-03-21,USER006,ADJ-578,Expired
MV00897,ITM0038,WH001,OUT,-86,2024-03-21,USER007,REF-897,
MV00967,ITM0034,WH003,IN,90,2024-03-21,USER005,REF-967,
MV01002,ITM0095,WH002,ADJUSTMENT,-44,2024-03-21,USER004,ADJ-1002,Found
MV01367,ITM0085,WH002,IN,59,2024-03-21,USER001,REF-1367,
MV01552,ITM0026,WH001,IN,19,2024-03-21,USER002,REF-1552,
MV01760,ITM0053,WH004,IN,31,2024-03-21,USER001,REF-1760,
